id,x,y,fillLevel,capacity
1,2.2952359784950027,53.20371168375373,0.8809982294805349,324.74761943449073
2,34.90401400982797,35.177580417985645,0.8224294426690997,215.75530657442596
3,73.66961500336015,9.934623883256133,0.7827860710769223,180.5091640666439
4,24.574431729391122,87.15949651523485,0.8265184398756436,339.06050915110285
5,41.03114429825491,0.16756420920814863,0.8286912346740918,145.72387886169466
6,69.42915433160022,17.613007532392956,0.2972555551634816,260.73309931377173
7,12.896266579761617,67.83728060894859,0.39312872085758566,463.49894179106025
8,90.18899732823783,5.268020171545917,0.6489036592505439,236.1955506189053
9,80.53854284375791,85.68711693027767,0.14593836284579748,232.45555216653878
10,25.483914750006498,36.05485129171101,0.3401790480945537,265.39553657857095
11,18.130498393553996,81.29405258856119,0.6346967167050191,458.98686808566373
12,21.21260429684122,78.95138080750593,0.5610159767761216,194.31462597007481
13,67.51538688195731,37.85332725123811,0.05410466455439228,325.8870113098458
14,25.773494813102538,97.21073523406731,0.225031968805853,367.0393527904728
15,2.9016087954336744,27.14619490721606,0.5859386146060236,334.86318864106556
16,94.36289783543444,70.23745274592943,0.4935222550615953,326.4287868443782
17,76.03491491861615,55.58048551940678,0.5869825535216849,155.82116003973456
18,5.583058902715788,7.597102667382394,0.07133392336725242,498.7512573813343
19,20.46003906916225,24.82613363937043,0.5463260110127229,226.13936856334132
20,76.46242500312782,74.97187441305942,0.6267544156016559,421.94995978439295
