id,x,y,fillLevel,capacity
1,27.273409983700148,2.7441066764654964,0.8358892169105014,260.7699828297533
2,32.59362348284567,64.49694150127085,0.8025837336041702,397.1172071934791
3,53.45820667159607,66.86652034174972,0.8830403081090339,334.7132943069478
4,12.89418562475827,68.61247567986776,0.8376867035433488,417.1522515247926
5,78.6453773592616,63.75142452602444,0.8664518798121955,234.34107103435738
6,40.47893998941073,18.558867595341543,0.515153570135533,134.27972432680485
7,17.73341372147341,8.781372651523856,0.17631227765982113,287.95995899173846
8,97.11302500875475,51.10687126832677,0.5581816699938017,278.6654304563923
9,92.5361209579563,66.78211070402632,0.6169991426992869,489.01882860799645
10,53.397429013517026,22.29507558175815,0.3247590948986705,160.69111103054667
11,7.491953850276978,34.98692834828585,0.03770119667013291,427.29208333539066
12,71.99448836999066,45.38414093166069,0.6122993171243859,212.62314676570412
13,87.64998720591592,38.20282839670227,0.4158565660617775,116.66607611814376
14,66.72355228008688,67.60843869390101,0.24654209833671129,263.17320442091227
15,28.679068879982683,72.60166646331544,0.4517568447344944,489.7088444032203
16,22.83124208006635,39.22262169222287,0.11869388795897537,173.4627514113622
17,5.428955875109242,27.741332023839817,0.04094404506484425,143.0282477587416
18,53.7140072089113,73.53274498986757,0.2606732141168666,339.1577852249538
19,87.3108181816704,80.26471669385809,0.5676613436700807,278.7683740558383
20,1.326383179776336,48.55743655609947,0.5752949045458052,269.9890453008387
